Group,ADM,,,ARO,,,AUS,,,IND,,,JAP,,
gene-LOC4327665,0,NA,0,0,NA,NA,0,NA,0,0,NA,NA,0.000160088582349,0.002236638807842,0.07157551849123
gene-LOC4327666,0.000138903908043,0.011758330956716,0.011813233404851,0,0.002184343694638,0,0,0.004130514974378,0,0.00044418041402,0.002356640964236,0.188480307675562,0,0.014456264095845,0
gene-LOC4327667,0.000715264333582,0.003351380204362,0.213423810479822,0.000610275502606,0.001251469018292,0.487647311827955,0.000637959672728,NA,0.769563710800384,0.000873864482502,0.001493688828284,0.585037837837835,0.000737609975769,0.003950751735589,0.186701171102373
gene-LOC4327668,0.003676590855597,NA,NA,0.001116043463932,NA,NA,0.002692004707739,NA,11.5408945329752,0.003426585895699,NA,NA,0.002198752300642,NA,NA
gene-LOC4327669,0.000922993669366,0.006368731917316,0.144925815900104,0.000620233098192,0.001759900381103,0.352425117269115,0.000559470724478,0.003177664759436,0.176063482724798,0.000643138768567,0.004083713050427,0.157488726711559,0.000739597791137,0.004099080651114,0.180430163269855
gene-LOC4327671,0.000437221020722,0.008017461487506,0.054533597873026,0,0.001772151898734,0,0.000340932420524,NA,0.43171551207736,0.000225285478943,NA,0.29266436391312,0.000604678253369,0.003776194021913,0.160129021406274
gene-LOC4327672,0.001303482094491,0.001798816546258,0.72463314683354,0.000739481388151,NA,0.9782453163287,0.000558598487941,NA,1.31508453805026,0.000700167397431,NA,NA,0.001469154194874,0.002202578606903,0.667015556343916
gene-LOC4327673,0.000564038132517,0.00197787184222,0.285174256732393,0.000203414437639,NA,0.237837348458474,0.000468569399054,0.001505974791292,0.311140267262818,0.000277271609973,NA,0.462667277773348,0.000343099215546,0.001685061390767,0.203612294143331
gene-LOC4327674,0.003155665325734,0.004268705560726,0.739255795660435,0.001540566601894,NA,NA,0.002984426940901,NA,NA,0.000927754098918,NA,NA,0.000991362982342,0.009148051496631,0.10836875838615
gene-LOC4327675,0.000507062548606,0.002234926503468,0.226881084375122,0.000200824123465,NA,0.577368765459335,9.67961041084842E-05,0.001194450670662,0.081038176365075,3.22658952451859E-05,NA,0.044600806025119,0.000757086169944,0.003445258024893,0.219747306144901
gene-LOC4327676,0.001037817438478,NA,NA,0,NA,NA,0.000393153365196,NA,NA,0.000497287522604,NA,0.837406015037593,0.000438313060353,NA,NA
gene-LOC4327677,0.001577016015341,0.002072358221753,0.760976552599818,0.000800796596724,0.002139879025741,0.374225172120077,0.001150225773455,0.005625224293002,0.204476428590669,0.000738090305161,NA,NA,0.000767405977616,0.001112177520009,0.690003136918226
gene-LOC4327678,0.000509660226516,0.001694286254082,0.300811167704206,0.000189873417722,0.002315726970932,0.081993006993007,9.74350433044636E-05,0.006404685433592,0.015213088029809,0,NA,0,0.001008094528537,NA,1.05071452499323
gene-LOC4327679,0,0.002256405670545,0,0,NA,0,5.64490984126104E-05,0.003639998406245,0.015508000859497,0,NA,0,0,0.00116129576049,0
gene-LOC4327680,0.000235603185073,0.002618032315495,0.089992466356626,0.000651850494838,0.001098310808744,0.593502758643988,0.000683814586243,0.002581573614497,0.264882853776736,0.000430197006955,NA,NA,0,0.001638814649476,0
gene-LOC4327681,0,NA,NA,0,NA,NA,2.5454036373818E-05,NA,NA,0,NA,NA,5.09078567792297E-05,NA,0.1674020023757
gene-LOC4327682,0.000608236484319,0.001818248335406,0.334517828216865,0.000125019534302,NA,0.17798353909465,0.000125019534302,0.001852393844053,0.067490795601395,0,NA,0,0.000507677986988,0.00257262215382,0.197338729371572
gene-LOC4327684,0.000474386662005,0.004370920700955,0.108532433887843,0.000360733190209,NA,0.613830241544887,0.000950587395007,NA,1.06647777508695,0.000319340803922,0.001992727065152,0.160253157347447,9.74735196938164E-05,0.003481272260932,0.027999395734629
gene-LOC4327685,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,5.62841222491135E-05,0.00163250498821,0.034477151773263
gene-LOC4327686,0.001563714937186,0.001974407070112,0.791992168614622,0.000483541035625,0.00181358529858,0.266621611899395,0.001129543243869,0.003255272461062,0.346988848822959,0.000121915738717,NA,0.238965330360178,0.001925404273614,0.001431837800041,1.34470836959245
gene-LOC4327687,0.000597898563627,0.003340936603159,0.178961361631801,0.000366655565151,NA,NA,0.001181065212505,NA,NA,6.49994583378472E-05,NA,0.101091329783602,0.000559999941667,0.003262621188353,0.171641115942545
gene-LOC4327688,0.000628790317077,0.001448129069901,0.434208752621529,0.000474208217671,NA,NA,0.000545714024962,0.001477974599329,0.369230990309317,0.000279011681936,0.001343230476313,0.207716908494656,0.000572707504556,NA,1.22389485550274
gene-LOC4327689,0.001124557890195,0.003491250577359,0.322107469881355,0.000136096947944,NA,0.350647985142623,0.000660818255663,0.002382854212873,0.277322150928671,0.000508927977493,0.001812493751596,0.280788817641047,0.000371908122991,0.001350413973872,0.275403046907999
gene-LOC4327691,0.00016585616868,0.006188594403308,0.02680029710645,0,NA,NA,0,0.006826264866725,0,0,0.006826264866725,0,0,0.002773528624422,0
gene-LOC4327694,0.00085640948631,0.002050289105263,0.417701817812731,0.000133824429592,NA,0.512770892004638,0.000730518714969,0.001655334642597,0.441311802562952,0.000923031523757,0.002435947627126,0.378920923207993,4.51807228915663E-05,NA,0.170933734939759
gene-LOC4327695,0.00120680182557,NA,NA,0.000188486289186,NA,NA,0.000571170573292,NA,NA,0.0007955590128,NA,NA,0.000128922743046,NA,0.210007986047694
gene-LOC4327696,0.000736315927386,0.001952604578616,0.377094233747906,0,NA,NA,0.000717235257796,NA,NA,0.000903035850234,0.002521271915332,0.358166782702968,0,NA,0
gene-LOC4327697,0,0.003530891105709,0,0,NA,0,0,NA,NA,0,0.002914745578003,0,0,NA,NA
gene-LOC4327698,0.000934554441241,0.00216837120535,0.430993751870073,0.000110032193704,NA,0.413573390999854,0.000472379378169,0.001043495019996,0.452689633507585,0.000717734568707,0.001407997536004,0.509755557345358,9.56470962586869E-05,NA,0.160113963736255
gene-LOC4327700,7.39025471744593E-05,0.0031171608206,0.023708288223715,0,NA,0,0,0.002379519052423,0,7.20795383664405E-05,0.00384680515708,0.018737506950094,0,NA,NA
gene-LOC4327701,0.000598606955548,0.002076807830234,0.288234157649649,6.02271780739099E-05,NA,0.157975353814512,0.000270062770304,0.00100575598092,0.268517190478753,0.000436364225618,0.001319861950574,0.330613535323758,6.09982361343386E-05,NA,NA
gene-LOC4327702,0.000410546646883,0.001304645066892,0.314680718381731,7.36224633750841E-05,NA,0.694962741401481,0.000226670013695,NA,0.587170222643871,0.000329198347789,NA,0.334516693123537,6.96227162856458E-05,NA,0.144813530794729
gene-LOC4327703,0.000386324779119,0.003895082286341,0.099182700317756,0.00012344562885,NA,0.610522595201178,0,NA,0,0.000461933837075,0.003367051790353,0.137192376546832,0,NA,NA
gene-LOC4327705,0.000152842071549,NA,0.745743736985863,0.000379668954632,NA,NA,0.000985145079162,0.001310507073127,0.751728166419986,0.000584210920914,NA,1.46342401476885,7.69028652725887E-05,NA,0.246939372771686
gene-LOC4327706,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
gene-LOC4327707,4.70170656275872E-05,NA,0.09327741557592,3.12127264690056E-05,NA,0.04871358119846,9.0764347764198E-05,0.001824280932206,0.049753492547018,9.20307382665809E-05,0.001166646127122,0.07888487873662,0,NA,0
gene-LOC4327708,0,0.001429290218448,0,0,NA,0,0,0.003080951896285,0,0,0.003106144944268,0,0,NA,0
gene-LOC4327709,4.79319327526367E-05,NA,0.769268985659098,3.82968527691115E-05,NA,0.112677028718659,0.000120880212873,NA,0.976681445033306,0.00014928406764,NA,0.408944675296591,8.50082321488226E-05,NA,0.149884723964984
gene-LOC4327710,0,NA,NA,0.000359033371692,NA,NA,0,NA,NA,0,NA,NA,0.000181812672343,NA,0.352686282233872
gene-LOC4327711,0.000480861849882,0.001505259587375,0.319454434248662,0.000127498308375,NA,0.153450241693355,0.001471508350845,0.010606174702553,0.138740723409979,0.000337282357312,0.002724175257938,0.123810814421547,0.000293922962116,NA,1.40600030255857
gene-LOC4327713,7.70347672060362E-05,NA,NA,0.000116045963419,NA,NA,0.000505460353941,0.002488369576977,0.203129132672784,0.000284424967772,0.001188695316837,0.239274912370781,7.80234070221066E-05,NA,NA
gene-LOC4327714,6.7843775500308E-05,NA,0.646799941028104,0.000135684443213,NA,0.655031435737109,0.00052204857662,0.001967043510171,0.265397574543031,0.000250508700828,NA,0.424983873424023,0,NA,NA
gene-LOC4327715,0.000373944215521,NA,0.605934053111381,0.000439667157119,NA,1.06873867446992,0.005387184635133,0.004302511295854,1.25210238037592,0.001417852929747,0.002279193260552,0.622085434476585,0.000135745843432,NA,1.30311484833284
gene-LOC4327716,8.48777880246472E-05,NA,0.209881349292368,8.48773843848128E-05,NA,0.351612893330881,0.000386826004146,0.001070062629317,0.361498470788949,0.000294371791934,0.001409565751349,0.20883863817828,0,NA,0
gene-LOC4327718,0,0.00108300742832,0,0.000165199404153,0.00108300742832,0.152537646402677,0.002490056367843,0.007431186931473,0.335081917707862,0.000635400042572,0.003998431171103,0.158912337209627,0,NA,NA
gene-LOC4327719,0.000221545278316,0.001854597499207,0.119457336921329,0.00021875302363,0.002138839473928,0.102276503821868,0.004420133709045,0.015236085174475,0.290109543129207,0.001614751049869,0.004487792381275,0.359809659779724,0,NA,0
gene-LOC4327720,0.000193599589304,0.0071108190536,0.027226060436188,0.000193590099438,0.008763388510224,0.022090781347015,0.001383602573798,0.054266224054281,0.025496569881375,0.000812723990247,0.029913933755072,0.027168743399036,0,NA,0
gene-LOC4327722,0.000171208804546,0.001899847904793,0.090117111014001,0.00010135957278,0.001724190706274,0.058786752771155,7.12277866901291E-05,0.002243438422275,0.031749383438795,0,0.002691529356947,0,0.000566615990135,0.002468791551506,0.229511474871058
gene-LOC4327723,0.000691034891462,0.002659383377122,0.259847789306031,0.001132537472223,0.003871256890683,0.29255032776262,0.00040812347047,0.001460757379051,0.279391688396322,0.000792166538125,0.004868848485927,0.162701004234422,0.000575378845337,0.001296342941027,0.443847709682232
gene-LOC4327727,0.00047535903837,0.010308338325028,0.046114031513308,0,0.001429233316022,0,7.45750156296806E-06,NA,0.010652424387824,0.00082686613049,0.017073714009453,0.0484291894565,0.000180489744573,0.002923307022014,0.061741631383272
gene-LOC4327728,0.000501632406827,0.004093531131433,0.122542712079399,0.000357368491986,NA,1.3494473597185,4.42246909444905E-05,NA,0.137225568854465,0.000208538094786,0.006718872559386,0.031037661890839,0.000434730882294,0.001912824997084,0.227271644273036
gene-LOC4327730,0.000448642696639,0.003230013678619,0.138898079475327,9.6052372005187E-05,0.001074829437795,0.089365222636806,7.99637382801852E-05,NA,0.109346666556053,0.000473361999575,0.002723028417649,0.173836599172835,0.00044727130035,0.004621103990282,0.096788841214289
gene-LOC4327731,0,0.001568419107456,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0.005386676522221,0
gene-LOC4327732,0.000555485163849,0.001945673190632,0.285497670689856,0,NA,0,0.000124808282495,NA,0.181385849102258,0.000630154635417,0.002155052297174,0.292408047936296,8.25300528843892E-05,NA,0.198141521561596
gene-LOC4327733,0.000931132412202,0.003736218864843,0.249217844533621,0,0.002133932217232,0,0.000121047213586,NA,NA,0.001234526389844,0.007394038383013,0.16696239942175,6.12995504699632E-05,0.002185381788485,0.028049812985975
gene-LOC4327734,3.84024577572964E-05,0.002405063291139,0.015967337699086,0,NA,NA,7.58317306858769E-05,NA,0.345604894970622,0,0.00425035161744,0,0.000115210322845,0.001999851862825,0.057609428471458
gene-LOC4327735,0.001591272644622,0.002461880809591,0.646364616200488,0.000728479653335,NA,0.851785266435013,0.000763997825737,NA,1.70412011771214,0.001460894750922,0.001231303027412,1.18646240478426,0.001378023769416,0.002614494419868,0.527070839755499
gene-LOC4327736,0.000103358648994,0.004190766775908,0.024663421879682,0,0.001402208538371,0,0,NA,0,0,0.002460814851193,0,0.000105174432916,0.002837668660453,0.03706367638393
gene-LOC4327737,0.001414954074206,0.001302778261495,1.08610506947131,0.000558153352634,NA,NA,0.000431307985125,NA,NA,0.001496072610943,NA,NA,0.000918637729961,0.001326080774635,0.692746435611015
gene-LOC4327738,0,0.001801825489239,0,0,0.00173083424107,0,0.000108105381746,NA,0.408236628000931,0,NA,0,0,NA,0
gene-LOC4327739,0.000558286615113,0.001638224553118,0.340787600851696,0.0005372983965,0.001621749636179,0.3313078569674,0.000215483014272,NA,NA,8.08046416611476E-05,NA,0.12907123880076,8.29061364358653E-05,NA,0.254822373602686
gene-LOC4327740,0.001630066783504,NA,NA,0.000920055519705,NA,NA,0.00193584680398,0.002090131028521,0.926184424595287,0.000180272709914,NA,NA,9.25603986267833E-05,NA,0.295545352815319
gene-LOC4327741,0.001432119740974,0.0056465874038,0.25362571028471,0.001400566077048,0.004556728944552,0.307362165731264,0.000139863316482,0.004736677128119,0.029527728552938,0.000207071073785,0.001088973490029,0.190152538772042,0,NA,0
gene-LOC4327742,0,NA,0,0,NA,NA,0,NA,0,0.00016877018616,NA,NA,0,NA,0
gene-LOC4327743,0.000451995580998,0.002418437050073,0.186895739537385,0.000258403726701,0.002282166881107,0.113227358104484,2.55942738827934E-05,NA,0.041421727614864,3.7899213249521E-05,0.001105248608414,0.034290215758701,0.000334521613312,NA,0.376384732242228
gene-LOC4327744,0.000604269184505,0.005658264429164,0.106794087139308,0.000592162367589,0.005562422379487,0.106457641507606,0,NA,0,8.74421413457423E-05,NA,0.08847568934816,0.000104707342976,NA,0.321107504524854
gene-LOC4327745,0.00174348603262,0.004245253402386,0.410690686129553,0.001947327499099,0.004000452423624,0.486776817441845,0.001166567475274,0.003232950413232,0.360836798021915,0.000667050912707,0.001606111019453,0.41532055046494,0,NA,0
gene-LOC4327746,0.001260431503139,0.001843431240015,0.683742076069733,0.000967045477342,0.00184227909549,0.524918010365037,0.000992622720616,NA,NA,0.0006706503641,NA,NA,0,NA,NA
gene-LOC4327747,0.001169057412182,0.004142115020671,0.282236829819468,0.001179072740061,0.003603180331515,0.327231121281465,0.000760444226169,0.003478666299323,0.218602234516384,0.000198639548057,NA,0.326971587242614,2.93427230046949E-05,NA,0.085097757598221
gene-LOC4327748,0.000641059405233,0.002464464330729,0.260121194386736,0.00052414129263,0.002220292952151,0.236068529660733,0.000446038915673,0.001657205317161,0.269151269944487,0.000218368630652,0.001293648763559,0.16880055607309,6.85577526353182E-05,NA,0.123983733268946
gene-LOC4327749,0.000507592795235,NA,NA,0.000505998354472,NA,NA,0.000123123989675,NA,NA,0.000119302193517,NA,NA,9.98310952189147E-05,NA,0.158057568300175
gene-LOC4327750,0.00152117218806,0.001158973021129,1.31251734106742,0.00165704091503,0.001055028084683,1.57061308517412,0.0002205668019,NA,0.323016347829304,0.000432485156659,NA,NA,0.000258574056042,NA,0.546453171769625
gene-LOC4327751,0,0.001294222654982,0,0,0.001557935735151,0,0,0.001297265498215,0,2.51760223563079E-05,NA,0.038843319237782,4.97142598555865E-05,NA,NA
gene-LOC4327752,0,0.004910270789938,0,0,0.003823906425252,0,0,0.003191796186509,0,0,0.001276237782407,0,0,NA,NA
gene-LOC4327753,0.000391559563352,0.001676736405936,0.233524817595262,0.000615203247401,NA,0.799558883691148,0.000570251802392,NA,1.26694367033831,0.000564306429536,NA,0.943482171825801,2.93484640970456E-05,NA,NA
gene-LOC4327755,0.001073237038596,NA,1.64423089742785,0.000521966762218,NA,NA,0.000772151339425,NA,1.34767651298615,0.000862144029051,0.001470142057924,0.586435864754886,0.000451193420325,NA,1.79073655266669
gene-LOC4327756,0.001316707685244,0.002775907502345,0.474334135460614,0.000635918236189,NA,0.637470884595259,0.000297648151056,0.002014559101272,0.147748532603353,0.000543515440335,0.002018990042319,0.269201644853597,0.000606372838238,0.001541033531228,0.393484519285519
gene-LOC4327757,0.002108413868349,0.002261779791023,0.932192372006124,0.0009433308939,0.001636568369274,0.57640787370097,0.001571026477135,0.001996103238689,0.787046705142622,0.001575470419996,0.002105626389519,0.748219355455664,0.000907733892766,NA,0.914287923150488
gene-LOC4327759,6.9864114297691E-05,NA,0.075659924779637,0,NA,NA,0.001903510644446,0.003276116776102,0.581026494028332,0.001026079823703,0.002020438579291,0.507850045143738,0.000406846339444,NA,NA
gene-LOC4327760,0.002519169828544,0.004008265750096,0.628493714141441,0.001804663753468,0.002406779724956,0.749825060746396,0.002486013107834,0.003470763844701,0.716272618671476,0.002141766105653,0.005591364448241,0.383048918645832,0.001084658919964,0.002644345036659,0.410180556972355
gene-LOC4327761,0.000130615722137,0.004997482088493,0.026136306208669,0,0.004552841806487,0,0.000339231309391,0.005182580941336,0.065456056206607,0.000176413413526,0.003509211680662,0.050271522375869,0.000132875487752,0.002539199645645,0.052329673241676
gene-LOC4327762,0.000677644577177,0.001352858739624,0.50089825147998,0.000417138864518,NA,0.66243781019778,5.07706441644528E-05,NA,0.053154646539297,6.68150468657734E-05,0.002138201905764,0.031248240255356,0.000410516924978,0.001289607363896,0.31832706331439
gene-LOC4327771,0.0010226772885,NA,1.39894980694981,0.000935438150628,NA,NA,0.001146704349216,0.001590236157865,0.721090602515091,0.001260935438151,0.001122865386115,1.12296224796225,0.000228727823665,NA,NA
gene-LOC4327772,0.000247367122448,0.002769676016819,0.089312656406557,0.000137422520896,0.001374008294425,0.100015786989052,0.00012731478469,0.002094416632705,0.060787707040527,4.64479783201082E-05,0.001129892483744,0.041108316931344,0.00012756990446,0.001572033107202,0.081149629658565
gene-LOC4327774,9.4150452422972E-05,0.008007006445678,0.011758508384091,0,0.006004888579036,0,0,NA,NA,0,0.002466968493024,0,0,0.004051976850646,0
gene-LOC4327776,0.001713951273761,0.003880295456218,0.441706383727648,0,NA,NA,0.000123212367573,NA,0.332778702163061,0.001459592662019,0.004507120253165,0.323841517428824,0.001521230485375,0.002833683654265,0.536838501039066
gene-LOC4327777,0.001133046768606,0.003507119047604,0.323070518344644,7.70171193215853E-05,0.006930223388882,0.011113223196404,0.000153388702212,NA,0.163537084132349,0.000302979685524,0.002510596141528,0.120680375673299,0.000981674534917,0.002912007308567,0.337112661781027
gene-LOC4327778,0,0.001039736729591,0,0,0.003060907194589,0,0,NA,0,0,0.00154502934584,0,0.000104346918722,0.001119446133295,0.093212987761459
gene-LOC4327779,7.74098907173351E-05,0.001522849799228,0.05083225591688,0.000639876176546,0.004431702967007,0.144386070390935,0.000341511775906,NA,0.541232713252968,0.000267735066125,0.001491032649319,0.17956351676629,9.54427908736067E-05,0.001592983725136,0.059914479581693
gene-LOC4327780,0.000269562971033,0.013815530408772,0.019511590438979,0,0.013171948627922,0,0.000138347749484,NA,0.21238832520099,0,0.005870830638455,0,0.000510679345385,0.006358706508149,0.080311828314496
gene-LOC4327781,0.001019474222651,0.002656060144231,0.383829494548583,0.002102252900492,0.002259586928775,0.93037044679303,0.000122973264219,NA,0.368141662684511,0.000603324631521,NA,1.23426827031928,0.000521139540464,0.002295981326351,0.226978997818155
gene-LOC4327782,0.000175451489041,0.001108656868575,0.158255898659281,0.000582021274641,0.001926647814848,0.302090122624366,5.5850526354467E-05,NA,0.207293505406712,0.000245999522331,NA,0.460673241852486,0.000211648195626,NA,0.377468334197055
gene-LOC4327783,0.000496148743108,NA,NA,0.000588889049262,NA,NA,0.000572607771975,0.001095012276114,0.522923609593532,0.001031910943921,0.001193425891567,0.864662775637948,0.000269902351639,NA,0.830400160432248
gene-LOC4327784,0,0.003499335411982,0,0.000322139080888,0.002377610216022,0.135488600577607,0.000870646164562,0.002668289834909,0.326293700620993,0.000220563695022,0.005394342927417,0.040887963184783,0,0.001654637830586,0
gene-LOC4327785,0.000164620904871,NA,NA,8.29941459170659E-05,NA,0.196853077687037,0.000280505312904,0.001601867716983,0.175111408969894,0.00031729559631,NA,NA,0.000237696290767,NA,1.5405030577887
gene-LOC4327786,0.000137002361973,0.002148862298321,0.063755766053724,0.000616425094472,NA,NA,0.000401625551988,NA,NA,0.000280580020522,0.001196864517273,0.234429224421392,0.000103192074849,NA,0.143611272757503
gene-LOC4327787,0.001272529557391,0.002683536549312,0.474198705330553,0.001023596503168,0.006069354351175,0.168649982179757,0.000610481915937,0.003449311508013,0.176986599940041,0.000711537040819,0.002482841712419,0.286581716933261,0.000476772443841,0.001487164541208,0.320591589316668
gene-LOC4327789,0.000137964336219,0.012100248621717,0.011401776982621,0.001128753536754,0.003429477966838,0.329132756550272,0.000809845717753,0.003606664939431,0.224541434081878,0.000565169213933,0.005427952102046,0.104121997266657,0,0.005303616401376,0
gene-LOC4327790,0.001515236208232,0.002021868964241,0.749423545754489,0.001178841640271,NA,NA,0.000762889940457,0.00125370458174,0.60850853667527,0.000994840736533,0.001524832533149,0.652426227081268,0.000410152632513,NA,0.653465828235037
gene-LOC4327793,0.001228495665332,NA,NA,7.60134124318482E-05,NA,NA,0.000589963313813,NA,NA,0.001514400796856,0.001189525983675,1.27311283455705,0.000834498243645,NA,NA
gene-LOC4327794,0.001381720156303,NA,NA,0,NA,NA,0.000450949367089,NA,NA,0.001512046315039,NA,NA,0.000753549088266,NA,0.967007566456112
gene-LOC4327795,0.001309670074507,0.00306702047549,0.427017062641938,0,NA,NA,0.000412183917659,NA,1.2601199051191,0.001154601371678,0.00328947604242,0.350998565360788,0.000547765427007,NA,0.621556363482657
gene-LOC4327796,0.000646586372944,NA,NA,5.53804405514047E-05,NA,NA,0.000137750083144,NA,NA,0.000832136565231,NA,1.3658027737994,0.000155621738932,NA,0.870452406621758
gene-LOC4327799,0.001031868203535,0.003978746280357,0.259345062697114,8.26161378555143E-05,NA,0.48553159983778,0.000378291327917,NA,0.45982763335798,0.001224771432995,0.00361584223162,0.338723692721998,0.000312182811161,0.001041405470197,0.299770665792202
gene-LOC4327800,0.000652050180237,NA,0.936920508980326,0.00011533199972,NA,NA,0,NA,0,0.0007988363617,0.00174290181048,0.458336985420867,0.000418895324599,NA,0.876224295229836
gene-LOC4327801,0.001285037220727,0.005315491944259,0.241753206326363,0.00026253464834,NA,NA,0.000616966490476,0.001429412835914,0.431622324198086,0.001367698527208,0.005601975880085,0.244145736519593,0.000711266075132,0.002582570933752,0.275410082966585
gene-LOC4327802,0.000834574125379,0.001573909668552,0.530255415577055,1.07211779000786E-05,NA,0.27624901722536,0.000241028104293,NA,0.655971734317478,0.000745614357567,0.00212951785173,0.350132945333807,0.000231664664651,NA,0.327735630805373
gene-LOC4327803,0.000459815125477,NA,1.10962488247132,0,NA,NA,0.000168629683206,NA,0.306578042305006,0.000484764312472,0.002121461145342,0.22850492149552,0.000128135435272,NA,NA
gene-LOC4327804,0.004244135890375,0.005470335687778,0.775845603014391,0,NA,0,0.001166050157804,0.001807442565097,0.645138152835796,0.00302600968429,0.005530576257776,0.547141842594689,0.003499552893741,0.004568672530769,0.765988997935864
gene-LOC4327805,0.00618911218538,0.009096363972167,0.680394078811881,5.49140023841831E-05,NA,0.34870881398486,0.0024600448298,0.003031507467613,0.81149225462298,0.007008011017494,0.009152975390388,0.765653868670155,0.003055859591659,0.004960404190066,0.616050522209274
gene-LOC4327806,0.000349614520249,NA,0.396724284537722,3.07615050000591E-05,NA,0.287984214352475,0.000223807343484,NA,0.710536742564315,0.00042197160118,0.001023770186077,0.412174145055534,0.000296179618149,0.001280407100987,0.231316756928949
gene-LOC4327807,0.000102129214031,0.002108033431728,0.048447625400154,0,NA,0,3.33774403687306E-05,NA,0.055033223115277,0.000232786250777,0.003147216923877,0.073965747009903,4.29342288503757E-05,0.001245565730899,0.034469661283467
gene-LOC4327808,0.000315543664296,0.002374895501482,0.132866336265631,1.31198299670036E-05,NA,0.019882451790091,0.000215897352434,NA,0.221572577420831,0.00030059751645,0.002822470560774,0.106501559530021,0.000364454526139,0.001570135658695,0.232116584399077
gene-LOC4327810,0.007304298855355,0.019383278869569,0.376835049658299,0.003150201218979,0.006134291157747,0.513539566018293,0.004511381278115,0.015206716299699,0.296670312591069,0.004749940141415,0.014245207097031,0.333441283728697,0.002435853752999,0.00507538968439,0.479934331050681
gene-LOC4327811,0.004278756309128,0.011303443562919,0.378535645824281,0.000843585490647,0.002429360434765,0.347245916486816,0.002338521780243,0.007345844673106,0.31834620582234,0.003231826604683,0.008247615946781,0.391849793387193,0.00066613522949,NA,0.698248548065207
gene-LOC4327812,0.000860558745498,0.004763371635132,0.180661684918915,0.000228452223963,0.002907569980382,0.07857153069564,0.000359835729715,0.00132267632913,0.272051235657684,0.000555333243171,0.004819920310778,0.11521627067761,0.000394188688896,0.002171389449245,0.181537535347876
gene-LOC4327813,0.001216598328626,0.003178077731321,0.382809494127759,0,0.002528296832094,0,0.000622781083603,NA,NA,0.001363315357141,0.00171404801005,0.795377579359956,0,0.00309423347398,0
gene-LOC4327814,0.00125970421334,0.002866327809584,0.439483651914546,0.001026118437003,0.002273268422645,0.451384634908046,0.000220060756847,0.001159171821821,0.189843086852567,0.001360134451803,0.002259301906665,0.602015360492772,0.000755123434647,NA,0.814659838131145
gene-LOC4327816,0.001232880010156,0.002780133488523,0.443460724186444,0.000689724211411,0.00230083358924,0.299771445721508,0.000871891431944,0.001275407482113,0.683617937147608,0.001342546225884,0.00220706674236,0.608294348383964,0.000483066311921,0.001567183860687,0.308238442239172
gene-LOC4327818,0.000438833486272,NA,NA,0.000761124308977,NA,NA,7.48175124136322E-05,NA,NA,0.000344348047951,NA,NA,0.00032564596241,NA,NA
gene-LOC4327819,0,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,2.79172347048451E-05,NA,0.079981714211269
gene-LOC4327820,0.000204956820064,0.003095196809433,0.066217702034085,0.000437867412683,NA,NA,0.000555887221293,0.001773247371555,0.31348543367953,0.000499088996219,0.004908654340648,0.101675319055575,0.000677461788331,NA,NA
gene-LOC4327821,0.001656722141049,0.010062262549216,0.16464707941635,0.000476267903256,0.001788275537839,0.26632803121139,0.000798924765357,0.003795604249585,0.210486845525196,0.000595578529831,0.003809943517623,0.156322141542498,0.002245717406058,0.006631818980466,0.338627669523606
gene-LOC4327823,0.001107767532256,NA,1.14223993232564,0.000176854492375,NA,0.58490357126119,0.0002975754365,NA,0.984158972676573,0.000366220679238,NA,NA,0.000775386904426,0.001808223538071,0.428811420768079
gene-LOC4327824,0.001772562582143,0.003350400747835,0.52905986941655,0.000286291261592,NA,0.520983860596171,0.00038963097121,NA,0.395672600163852,0.000259787481537,NA,0.38901581951883,0.0019923258036,0.003439010007777,0.579331202611835
gene-LOC4327826,0.000359491143554,0.002758323394179,0.130329585107064,0,NA,0,0,NA,0,0,NA,0,0.000450244634225,0.004166910719903,0.108052383285947
gene-LOC4327827,0.000487781880075,0.003295436915033,0.148017362386595,0.000230435896382,0.001087583076189,0.211878891302327,0.000362168417147,0.001309967815064,0.276471233096321,0.000116750645201,NA,NA,0.00055004599081,0.001964207769533,0.280034525543508
gene-LOC4327828,0.000264846111663,0.006504242747143,0.04071897712902,0.000162992404724,0.00230714601339,0.070646766081466,0.000130173850479,0.001925590094178,0.067602056570806,4.42146124381374E-05,0.001688101367119,0.026191917914027,0.000541330327422,0.007212379855292,0.075055715073621
gene-LOC4327831,0.002968715733453,0.0057216335291,0.518858070576202,0.000626879253086,NA,1.19515472821984,0.000705775008032,0.001354742966049,0.52096598817538,0.000874688166763,0.001914003551207,0.456994014567487,0.00265627224847,0.003645865903777,0.728571022241507
gene-LOC4327832,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
gene-LOC4327833,0.000719340645049,0.004228014656895,0.170136743465696,0,0.001089787642769,0,0.000247602971615,0.001232205810863,0.200942869634395,6.36609143386863E-05,NA,0.149528026325372,0.000847642532596,0.005290295534364,0.160225932008865
